"plot","species","Num_indivs","Num_indiv_seed","Class.Canopy"
87,"BRIB",12,12,2
87,"POCA",78,49,2
87,"POMU",174,0,2
87,"PTGA",1,1,2
87,"VERO",3,3,2
87,"WAAC",1,1,2
88,"ARCA",32,0,1
88,"BRIB",14,0,1
88,"CAER",1,0,1
88,"EROD",1,1,1
88,"GOPU",3,3,1
88,"HAOD",9,0,1
88,"HYPO",2,2,1
88,"MEDI",2,0,1
88,"PEAI",26,0,1
88,"POCA",99,22,1
88,"PTGA",11,6,1
88,"SCER",10,0,1
88,"STPA",10,0,1
88,"VERO",24,0,1
89,"ARCA",31,30,1
89,"BRRU",2,2,1
89,"CAER",14,0,1
89,"EROD",1,0,1
89,"HAOD",4,0,1
89,"HYPO",1,1,1
89,"PEAI",50,39,1
89,"POCA",57,15,1
89,"POMU",23,0,1
89,"PTGA",76,0,1
89,"SOOL",2,0,1
89,"VERO",6,4,1
90,"ARCA",40,15,1
90,"BRIB",3,0,1
90,"CAER",6,0,1
90,"CAHI",18,0,1
90,"EROD",1,0,1
90,"GOBE",1,0,1
90,"HAOD",5,0,1
90,"HYGL",10,7,1
90,"PEAI",25,16,1
90,"POCA",31,11,1
90,"PTGA",8,0,1
90,"TRCY",1,0,1
90,"VERO",48,18,1
90,"WAAC",3,3,1
91,"ARCA",9,6,1
91,"BRIB",7,7,1
91,"POCA",3,3,1
91,"POMU",196,0,1
91,"VERO",77,75,1
91,"WAAC",4,4,1
92,"ARCA",2,2,3
92,"BRIB",27,21,3
92,"CAER",4,0,3
92,"EROD",1,1,3
92,"HAOD",1,1,3
92,"HYPO",5,5,3
92,"NIRO",1,1,3
92,"PEAI",44,44,3
92,"POCA",29,24,3
92,"POMU",8,0,3
92,"PTGA",1,1,3
92,"STPA",2,1,3
92,"TRCY",1,0,3
92,"VERO",29,28,3
92,"WAAC",8,8,3
93,"ARCA",5,5,2
93,"BRIB",1,1,2
93,"BUSE",17,0,2
93,"CAER",2,0,2
93,"EROD",2,1,2
93,"GOBE",22,4,2
93,"HAOD",15,7,2
93,"HYGL",2,1,2
93,"HYPI",2,2,2
93,"HYPO",1,0,2
93,"MEDI",32,12,2
93,"MOMO",2,2,2
93,"NIRO",1,1,2
93,"PEAI",14,9,2
93,"POCA",14,9,2
93,"PTGA",12,7,2
93,"SOOL",2,2,2
93,"STFI",3,0,2
93,"STPA",2,0,2
93,"WAAC",3,3,2
94,"ARCA",74,67,2
94,"BRIB",1,0,2
94,"CAHI",23,21,2
94,"GOBE",6,2,2
94,"HYPO",20,15,2
94,"MOMO",1,0,2
94,"PEAI",46,1,2
94,"POCA",158,21,2
94,"PTGA",4,0,2
94,"TRCY",6,1,2
94,"WAAC",4,1,2
95,"ARCA",10,10,3
95,"BRIB",2,1,3
95,"CAER",43,0,3
95,"HYPO",1,0,3
95,"PEAI",16,13,3
95,"POCA",24,14,3
95,"POMU",25,0,3
95,"PTGA",10,9,3
95,"SCER",11,0,3
95,"WAAC",4,4,3
96,"ARCA",56,9,2
96,"BRIB",95,0,2
96,"EROD",1,1,2
96,"GOBE",1,0,2
96,"HYPO",1,1,2
96,"PEAI",121,11,2
96,"POCA",38,21,2
96,"VERO",125,0,2
96,"WAAC",11,9,2
97,"ARCA",11,10,2
97,"BRIB",343,0,2
97,"CAHI",2,0,2
97,"EROD",2,2,2
97,"HYPO",1,1,2
97,"PEAI",69,0,2
97,"POCA",45,19,2
97,"VERO",39,37,2
97,"WAAC",5,5,2
98,"ARCA",19,17,3
98,"BRIB",19,0,3
98,"DIONELLA",1,0,3
98,"GOBE",3,1,3
98,"HAOD",9,0,3
98,"HYPO",30,25,3
98,"PEAI",54,1,3
98,"POCA",33,13,3
98,"PTGA",12,7,3
98,"SOOL",1,0,3
98,"TRCY",1,0,3
98,"VERO",2,2,3
98,"WAAC",24,18,3
99,"BRIB",28,1,3
99,"CAER",6,0,3
99,"CAHI",1,0,3
99,"EROD",1,0,3
99,"GOBE",1,0,3
99,"HAOD",7,4,3
99,"PEAI",95,3,3
99,"PLDE",14,0,3
99,"POCA",38,3,3
99,"POMU",1,0,3
99,"STPA",2,0,3
99,"TRCY",1,1,3
99,"VERO",8,8,3
99,"WAAC",1,0,3
100,"BUSE",3,3,3
100,"GOBE",2,2,3
100,"HAOD",1,1,3
100,"MECR",2,2,3
100,"PEAI",47,46,3
100,"PTGA",2,2,3
100,"STFI",1,1,3
100,"STPA",2,2,3
